Season,Pos,Gls_per90_mean,Ast_per90_mean,GA_per90_mean,+/-_mean
2024-25,DF,0.038761535041222095,0.04820222419781125,0.08696375923903335,-0.08809891808346214
2024-25,MF,0.09477902500196672,0.08940986338159718,0.18418888838356384,0.0
2024-25,FW,0.3841678271731968,0.13707078208170173,0.5212386092548985,3.39647577092511
2025-26,DF,0.040106535913878597,0.04443970879220842,0.08454624470608701,0.5667311411992263
2025-26,MF,0.11769530232407557,0.11419775568486933,0.2318930580089449,1.01628664495114
2025-26,FW,0.3790773563525353,0.11007912909903694,0.48915648545157225,1.555
2026-27,DF,0.014285714285714287,0.05714285714285715,0.07142857142857142,-1.2857142857142858
2026-27,MF,0.0,0.1272727272727273,0.1272727272727273,1.3333333333333333
2026-27,FW,0.7,0.1,0.7999999999999999,2.0
